id,buildingblock1_smiles,buildingblock2_smiles,buildingblock3_smiles,molecule_smiles,protein_name,binds
278360,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,COc1ccc([N+](=O)[O-])c(N)n1,CC(C)(C)OC(=O)N1Cc2c(N)n[nH]c2C1(C)C,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc(OC)ccc2[N+](=O)[O-])nc(Nc2n[nH]c3c2CN(C(=O)OC(C)(C)C)C3(C)C)n1,sEH,0
135834,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CCSCCN.Cl,Nc1c(O)ncnc1O,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCSCC)nc(Nc2c(O)ncnc2O)n1,BRD4,0
815051,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,NCc1cccc(C(F)(F)F)n1,NCc1cccc2c1OCO2,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cccc(C(F)(F)F)n2)nc(NCc2cccc3c2OCO3)n1,sEH,0
540022,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.N#Cc1ccc(CN)nc1,Cl.NCC1(O)C2C3CC4C5C3CC2C5C41,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc(C#N)cn2)nc(NCC2(O)C3C4CC5C6C4CC3C6C52)n1,HSA,0
935868,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1ccc(O)cn1,Cn1nccc1CN1C[C@@H](F)C[C@H]1CN,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2C[C@H](F)CN2Cc2ccnn2C)nc(Nc2ccc(O)cn2)n1,BRD4,0
830130,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,NCc1cccnc1N1CCC(C(N)=O)CC1,Nc1ccc2c(c1)CCC2=O,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cccnc2N2CCC(C(N)=O)CC2)nc(Nc2ccc3c(c2)CCC3=O)n1,BRD4,0
280497,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,COc1cccc(-c2cc(N)on2)c1,Nc1ccc2c(c1)oc1ccccc12,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc3c(c2)oc2ccccc23)nc(Nc2cc(-c3cccc(OC)c3)no2)n1,BRD4,0
283081,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,COc1cccc(N)c1F,Cc1cc2cc(CN)ccc2[nH]1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc3[nH]c(C)cc3c2)nc(Nc2cccc(OC)c2F)n1,HSA,1
704779,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,N#Cc1cc(N)ccc1Cl,C=CCSCCN,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCSCC=C)nc(Nc2ccc(Cl)c(C#N)c2)n1,HSA,0
825662,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,NCc1ccccn1,Nc1ccc(CC2COC(=O)N2)cc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccccn2)nc(Nc2ccc(CC3COC(=O)N3)cc2)n1,sEH,0
31982,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COc1cccc(N)n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(OC)n2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,sEH,0
663017,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.NCc1csc(=O)[nH]1,CCOC(=O)c1cnc(N)[nH]1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2csc(=O)[nH]2)nc(Nc2ncc(C(=O)OCC)[nH]2)n1,sEH,0
161284,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CN1CCN(Cc2ccccc2N)CC1,Nc1ccc2ncccc2c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc3ncccc3c2)nc(Nc2ccccc2CN2CCN(C)CC2)n1,HSA,0
964060,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1ccc2c(c1)OCCCO2,COC(=O)c1cc(Cl)nc(Cl)c1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc3c(c2)OCCCO3)nc(Nc2c(C(=O)OC)cc(Cl)nc2Cl)n1,HSA,1
287833,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,COc1ccccc1OCCCCN,Nc1c(O)ncnc1O,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCCCOc2ccccc2OC)nc(Nc2c(O)ncnc2O)n1,HSA,1
5802,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C#Cc1ccc(N)cc1,Nc1noc2ccc(F)cc12,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(C#C)cc2)nc(Nc2noc3ccc(F)cc23)n1,BRD4,0
961237,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1ccc2c(c1)CNCC2,Cl.Cl.NCc1nccc2[nH]ccc12,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nccc3[nH]ccc23)nc(Nc2ccc3c(c2)CNCC3)n1,HSA,0
716079,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,N#Cc1ccccc1N,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccccc2C#N)nc(Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)n1,BRD4,0
751681,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,NCC12CCCC(CO1)C2,Cn1nccc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC23CCCC(CO2)C3)nc(Nc2ccnn2C)n1,HSA,0
835084,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,NCc1ccncn1,Cl.Cl.NCc1cc(Br)cc2cccnc12,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccncn2)nc(NCc2cc(Br)cc3cccnc23)n1,HSA,0
297613,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,COc1cncc(N)n1,NCc1ccc(Oc2cccnc2)c(F)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc(Oc3cccnc3)c(F)c2)nc(Nc2cncc(OC)n2)n1,HSA,1
382040,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cc1cc(N)on1,Cl.NCCOc1ccc(F)c(F)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCOc2ccc(F)c(F)c2)nc(Nc2cc(C)no2)n1,sEH,0
37435,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)c1ccc(O)c(N)c1,Nc1nc(Cl)c2cn[nH]c2n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc(Cl)c3cn[nH]c3n2)nc(Nc2cc(C(C)(C)C)ccc2O)n1,HSA,0
773883,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,NCCCCN1CCCC1,CSCc1nnc(CN)[nH]1.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCCCN2CCCC2)nc(NCc2nnc(CSC)[nH]2)n1,BRD4,0
124156,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CCON(CC)C(=O)CN.Cl,CN(CCN)C1CCOCC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCN(C)C2CCOCC2)nc(NCC(=O)N(CC)OCC)n1,HSA,0
209667,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,COC(CN)C1CCCOC1,Cc1sc(CN)nc1C(C)C,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc(C(C)C)c(C)s2)nc(NCC(OC)C2CCCOC2)n1,BRD4,0
111480,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CCOC(=O)c1cnc(SC)nc1N,Nc1ccccc1-c1nnn[nH]1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccccc2-c2nnn[nH]2)nc(Nc2nc(SC)ncc2C(=O)OCC)n1,BRD4,0
885234,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1ccc(-c2ncc[nH]2)cc1,Cn1nccc1CN,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccnn2C)nc(Nc2ccc(-c3ncc[nH]3)cc2)n1,BRD4,0
351409,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cc1cc(CN)cc(Cl)n1.Cl.Cl,CCOC(=O)c1cc(N)[nH]n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C)nc(Cl)c2)nc(Nc2cc(C(=O)OCC)n[nH]2)n1,HSA,0
476743,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.Cl.NCCCN1CCNC(=O)C1,Cl.NCC12CC3CC(CC(C3)C1)C2,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCCN2CCNC(=O)C2)nc(NCC23CC4CC(CC(C4)C2)C3)n1,HSA,0
994109,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1cccc2cnccc12,COc1cc2nc(Cl)nc(N)c2cc1OC,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc3cnccc23)nc(Nc2nc(Cl)nc3cc(OC)c(OC)cc23)n1,sEH,0
266317,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,COc1ccc(N)c(Cl)c1,NCCS(=O)Cc1ccccc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCS(=O)Cc2ccccc2)nc(Nc2ccc(OC)cc2Cl)n1,HSA,0
418174,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cc1ccncc1N,CCOC(=O)c1cc(N)[nH]n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(C(=O)OCC)n[nH]2)nc(Nc2cnccc2C)n1,HSA,1
426868,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cc1cnc(Cl)nc1N,Nc1ccncn1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccncn2)nc(Nc2nc(Cl)ncc2C)n1,HSA,0
915380,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1ccc(F)cc1F,Cc1cnc(CN)s1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ncc(C)s2)nc(Nc2ccc(F)cc2F)n1,sEH,0
506182,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.Cl.NCc1ccncc1C(F)(F)F,Nc1nc(OCc2ccccc2)c2nc[nH]c2n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccncc2C(F)(F)F)nc(Nc2nc(OCc3ccccc3)c3nc[nH]c3n2)n1,HSA,0
328249,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CSc1ccc(CN)o1.Cl,Cl.NCC1(OCCO)CCS(=O)(=O)C1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc(SC)o2)nc(NCC2(OCCO)CCS(=O)(=O)C2)n1,HSA,0
856210,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1cc(Cl)c([N+](=O)[O-])cn1,NCc1nc2c(s1)CCCCC2,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc3c(s2)CCCCC3)nc(Nc2cc(Cl)c([N+](=O)[O-])cn2)n1,HSA,0
96772,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CCC(CN)Oc1ccccc1C.Cl,Nc1ncc[nH]c1=O,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(CC)Oc2ccccc2C)nc(Nc2ncc[nH]c2=O)n1,HSA,0
550753,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.NCC(F)(F)CC1CC1,CCS(=O)CCN.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCS(=O)CC)nc(NCC(F)(F)CC2CC2)n1,HSA,0
523381,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.Cl.NCc1nccn1-c1ccccc1,CCOC(=O)c1sc(N)nc1C,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nccn2-c2ccccc2)nc(Nc2nc(C)c(C(=O)OCC)s2)n1,HSA,0
404613,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cc1ccc2cccc(N)c2n1,Nc1ccnc(Cl)n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccnc(Cl)n2)nc(Nc2cccc3ccc(C)nc23)n1,BRD4,0
491229,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.Cl.NC[C@@H]1CCO[C@H]1c1cn[nH]c1,Nc1n[nH]c2ncccc12,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2CCO[C@H]2c2cn[nH]c2)nc(Nc2n[nH]c3ncccc23)n1,BRD4,0
560570,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.NCC1CC(=O)N(Cc2ccccc2)C1,NCc1nc(-c2ccsc2)no1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc(-c3ccsc3)no2)nc(NCC2CC(=O)N(Cc3ccccc3)C2)n1,sEH,0
187565,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,COC(=O)c1ccc(N)cc1O,Nc1cc(C(F)(F)F)cnc1Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(C(=O)OC)c(O)c2)nc(Nc2cc(C(F)(F)F)cnc2Cl)n1,sEH,0
773437,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,NCCCCN1CCCC1,CCOC(=O)c1c[nH]nc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCCCN2CCCC2)nc(Nc2n[nH]cc2C(=O)OCC)n1,HSA,0
655532,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.NCc1cnc(Cl)s1,COc1nc(C)ccc1CN,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cnc(Cl)s2)nc(NCc2ccc(C)nc2OC)n1,sEH,0
559915,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.NCC1CC(=O)N(Cc2ccccc2)C1,COC(=O)c1nc(N)sc1Br,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CC(=O)N(Cc3ccccc3)C2)nc(Nc2nc(C(=O)OC)c(Br)s2)n1,HSA,0
281660,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,COc1cccc(F)c1CN,Cn1c(N)cc(=O)n(C)c1=O,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2c(F)cccc2OC)nc(Nc2cc(=O)n(C)c(=O)n2C)n1,sEH,0
152530,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CN1CCN(C(=O)CCN)CC1,NCC1(c2ccc3c(c2)OCO3)CCCCC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC(=O)N2CCN(C)CC2)nc(NCC2(c3ccc4c(c3)OCO4)CCCCC2)n1,HSA,0
277449,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,COc1ccc(OC)c(N)c1,Cc1cc(N)cc(Cl)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(C)cc(Cl)c2)nc(Nc2cc(OC)ccc2OC)n1,BRD4,0
723587,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,NC/C=C/Br,Cn1cc(CN)cn1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC/C=C/Br)nc(NCc2cnn(C)c2)n1,sEH,0
951339,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1ccc2[nH]ncc2c1,Nc1cc[nH]c(=O)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc[nH]c(=O)c2)nc(Nc2ccc3[nH]ncc3c2)n1,BRD4,0
758818,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,NCC1CCN(c2ccncc2)CC1,Cc1ccc(C)c(CN)n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc(C)ccc2C)nc(NCC2CCN(c3ccncc3)CC2)n1,HSA,0
53210,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)N1CCC1,COc1ccc(N)cc1Cl.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)N2CCC2)nc(Nc2ccc(OC)c(Cl)c2)n1,sEH,0
827202,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,NCc1cccnc1,Cl.NCC(F)(F)CC1CC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cccnc2)nc(NCC(F)(F)CC2CC2)n1,BRD4,0
539781,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.N#Cc1ccc(CN)nc1,Cc1nc(CN)oc1C.Cl.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc(C#N)cn2)nc(NCc2nc(C)c(C)o2)n1,BRD4,0
38878,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)c1nnc(CN)s1.Cl,NCC1CCC2CC2C1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nnc(C(C)(C)C)s2)nc(NCC2CCC3CC3C2)n1,HSA,0
708659,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,N#Cc1cc(N)ccc1F,Nc1cc(Br)ccn1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(F)c(C#N)c2)nc(Nc2cc(Br)ccn2)n1,sEH,0
15746,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=CCOC(C)CN,CCOC(=O)c1cnc(N)[nH]1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OCC=C)nc(Nc2ncc(C(=O)OCC)[nH]2)n1,sEH,0
469286,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.Cl.NCC1CCN(CC(F)F)CC1,NCC1(c2ccc(Cl)cc2Cl)CCCC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CCN(CC(F)F)CC2)nc(NCC2(c3ccc(Cl)cc3Cl)CCCC2)n1,sEH,0
206444,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,COC(C)(CCN)OC,Nc1ccc2c(c1)CNC2=O,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC(C)(OC)OC)nc(Nc2ccc3c(c2)CNC3=O)n1,sEH,0
811433,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,NCc1cccc(C(=O)N2CCCC2)c1,Nc1cn2nc(Cl)ccc2n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cccc(C(=O)N3CCCC3)c2)nc(Nc2cn3nc(Cl)ccc3n2)n1,sEH,0
441568,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cc1ncccc1N,Cc1nnsc1CN,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2snnc2C)nc(Nc2cccnc2C)n1,HSA,0
366891,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cc1cc(N)ccc1O,COc1nc(C)ccc1CN,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc(C)nc2OC)nc(Nc2ccc(O)c(C)c2)n1,BRD4,1
642933,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.NCc1cc(C(F)(F)F)co1,Nc1ccc2nccnc2c1Br,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C(F)(F)F)co2)nc(Nc2ccc3nccnc3c2Br)n1,BRD4,0
819128,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,NCc1ccccc1CS(=O)(=O)N1CCOCC1,C=C(C)C(=O)NCCN.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2ccccc2CS(=O)(=O)N2CCOCC2)n1,sEH,0
922332,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1ccc(N2CCC(N3CCOCC3)CC2)cc1,Cn1cc(CN)cn1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cnn(C)c2)nc(Nc2ccc(N3CCC(N4CCOCC4)CC3)cc2)n1,BRD4,0
311408,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CS(=O)(=O)Nc1ccc(-c2csc(N)n2)cc1,NCc1ccc(F)nc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc(F)nc2)nc(Nc2nc(-c3ccc(NS(C)(=O)=O)cc3)cs2)n1,sEH,0
638031,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.NC[C@@H]1CCO[C@@H]1c1nc(C2CC2)no1,NCCc1ccncc1F,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCc2ccncc2F)nc(NC[C@@H]2CCO[C@@H]2c2nc(C3CC3)no2)n1,BRD4,0
939732,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1ccc(OC(F)F)cc1,Cc1csc(N)n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(OC(F)F)cc2)nc(Nc2nc(C)cs2)n1,BRD4,0
61037,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)S(N)(=O)=O.Cl,CS(=O)(=O)NC1CCCC1CN.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CCCC2NS(C)(=O)=O)nc(NCC(C)S(N)(=O)=O)n1,sEH,0
367865,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cc1cc(N)ccc1O,NCc1ccc2[nH]ccc2c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc3[nH]ccc3c2)nc(Nc2ccc(O)c(C)c2)n1,sEH,0
510410,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.Cl.NCc1cncc(F)c1,Cc1ccc(C)c(CN)n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cncc(F)c2)nc(NCc2nc(C)ccc2C)n1,sEH,1
392716,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,Cc1ccc(F)c(N)c1,NCc1cc(C(F)F)on1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C(F)F)on2)nc(Nc2cc(C)ccc2F)n1,HSA,0
